wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
1.80E+14,건축/구조물,양식(옥),벽돌조,와가,1,2,1,210,70,사용중,0,0,0,127,2018,겨울,1,20180204,163000,2,4,16,30,일요일,송파소방서,거여119안전센터,거여119안전센터,200,300,서울특별시,송파구,마천동,도시,동,127.1489396,37.4987633,1,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,단독주택,1,4,N,N,N,,,,,,-5.4,,3.6,290,29,,1979
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,376,80,사용중,0,0,0,5528,2018,겨울,1,20180206,163200,2,6,16,32,화요일,송파소방서,마천119안전센터,마천119안전센터,459,2000,서울특별시,송파구,가락동,도시,동,127.1270197,37.4937702,3,3,0,작동기기,전기적 아크(단락),부주의,불씨/불꽃/화원방치,침구/직물류,이불(베개/시트),계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,-5.9,,3.5,290,24,,2000
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,791,50,사용중,0,0,0,50,2018,겨울,1,20180215,31900,2,15,3,19,목요일,송파소방서,방이119안전센터,방이119안전센터,442,600,서울특별시,송파구,풍납동,도시,동,127.119774,37.5363871,7,4,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,-1.4,,2.1,340,34,,2000
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,시멘트기와,1,2,1,297,90,사용중,0,2,2,13068,2018,겨울,1,20180216,94000,2,16,9,40,금요일,송파소방서,방이119안전센터,방이119안전센터,313,5500,서울특별시,송파구,풍납동,도시,동,127.1136514,37.5331647,7,4,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,옥내배선용 전선,미상,미상,주거,단독주택,다가구주택(원룸포함),2,70,N,N,N,,,,,,-4.3,,0.7,290,33,,1923
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,535,138,사용중,0,0,0,18,2018,겨울,1,20180219,230200,2,19,23,2,월요일,송파소방서,방이119안전센터,방이119안전센터,445,600,서울특별시,송파구,방이동,도시,동,127.120565,37.5113877,3,3,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,생활기기,세탁기,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,0.5,,1.5,270,73,,465
1.80E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,393,20,사용중,0,0,0,187,2018,겨울,1,20180222,35600,2,22,3,56,목요일,송파소방서,방이119안전센터,방이119안전센터,429,1210,서울특별시,송파구,방이동,도시,동,127.1176392,37.5121809,4,3,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,전기설비,배전반/분전반,,,주거,단독주택,기타 단독주택,1,1,N,N,N,,,,,,-2.8,,0.5,270,57,,1995
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,390,99,신축,0,0,0,440,2018,겨울,1,20180222,123000,2,22,12,30,목요일,송파소방서,잠실119안전센터,잠실119안전센터,403,500,서울특별시,송파구,석촌동,도시,동,127.1048807,37.5018937,5,2,0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,스티로폼,산업장비,용접절단기(토치),,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,4.8,,2.6,230,47,,1373
1.80E+14,건축/구조물,양식(옥),블록조,와가,1,1,0,30,30,공가,0,0,0,33,2018,겨울,1,20180224,104000,2,24,10,40,토요일,송파소방서,거여119안전센터,거여119안전센터,133,500,서울특별시,송파구,마천동,도시,동,127.1559206,37.4949115,2,1,0,미상(발화원인),미상,미상,미상,쓰레기류,기타 쓰레기,,,,,주거,단독주택,기타 단독주택,1,0,N,N,N,,,,,,0.8,,2.9,290,60,,497
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,500,137,사용중,0,0,0,40,2018,겨울,1,20180228,140600,2,28,14,6,수요일,송파소방서,가락119안전센터,가락119안전센터,423,100,서울특별시,송파구,가락동,도시,동,127.1231743,37.4994343,3,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1,2,N,N,N,,,,,,5.7,,3.7,110,80,,348
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1007,80,사용중,0,1,1,4410,2018,봄,1,20180302,135900,3,2,13,59,금요일,송파소방서,잠실119안전센터,잠실119안전센터,420,3800,서울특별시,송파구,석촌동,도시,동,127.108803,37.502294,5,3,0,미상(발화원인),미상,미상,미상,미상,미상,,,,,주거,공동주택,연립주택,-1,55,N,N,N,,,,,,2.3,,3.1,290,22,,1627
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,593,173,사용중,0,0,0,7,2018,봄,1,20180303,204500,3,3,20,45,토요일,송파소방서,잠실119안전센터,잠실119안전센터,410,0,서울특별시,송파구,삼전동,도시,동,127.0934826,37.5012505,6,1,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,5,0,N,N,N,,,,,,11.1,,3.7,270,51,,1957
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,341,7,사용중,0,1,1,311,2018,봄,1,20180307,103900,3,7,10,39,수요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,313,618,서울특별시,송파구,잠실동,도시,동,127.0807103,37.5046122,8,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1,1,N,N,N,,,,,,5.2,,1.5,110,52,,1808
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,537,137,사용중,0,0,0,104,2018,봄,1,20180313,193600,3,13,19,36,화요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,401,900,서울특별시,송파구,잠실동,도시,동,127.0863023,37.5068155,7,1,0,미상(발화원인),미상,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,가정용 보일러,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,14.1,,2,250,77,,1240
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,658,72,사용중,0,0,0,22,2018,봄,1,20180315,83900,3,15,8,39,목요일,송파소방서,거여119안전센터,거여119안전센터,346,523,서울특별시,송파구,마천동,도시,동,127.1554876,37.4949058,2,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,14.1,,1.1,250,97,,342
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,276,120,사용중,0,0,0,7156,2018,봄,1,20180318,75700,3,18,7,57,일요일,송파소방서,거여119안전센터,거여119안전센터,330,5146,서울특별시,송파구,마천동,도시,동,127.1543023,37.5004031,2,2,0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,쓰레기 소각,종이/목재/건초등,나무,,,,,주거,단독주택,단독주택,2,0,N,N,N,,,,,,5.5,,1,270,58,,937
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,0,200,100,공가,0,0,0,1816,2018,봄,1,20180324,23600,3,24,2,36,토요일,송파소방서,거여119안전센터,거여119안전센터,324,5923,서울특별시,송파구,거여동,도시,동,127.148255,37.4957975,1,1,0,미상(발화원인),미상,미상,미상,미상,미상,,,,,주거,단독주택,다가구주택(원룸포함),3,0,N,N,N,,,,,,5,,1.7,270,50,,669
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,416,48,사용중,0,0,0,22,2018,봄,1,20180326,90700,3,26,9,7,월요일,송파소방서,잠실119안전센터,잠실119안전센터,332,719,서울특별시,송파구,석촌동,도시,동,127.099332,37.5008514,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,7.6,,0.7,140,82,,147
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,469,49,사용중,0,0,0,211,2018,봄,1,20180327,123500,3,27,12,35,화요일,송파소방서,가락119안전센터,가락119안전센터,258,758,서울특별시,송파구,가락동,도시,동,127.1241491,37.5035167,3,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,16.7,,2.4,200,47,,620
1.80E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,261,87,사용중,0,0,0,19,2018,봄,1,20180331,151400,3,31,15,14,토요일,송파소방서,거여119안전센터,거여119안전센터,316,800,서울특별시,송파구,마천동,도시,동,127.1524966,37.5011437,3,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,18.9,,3.7,270,28,,1769
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,374,58,사용중,0,0,0,25203,2018,봄,1,20180331,184500,3,31,18,45,토요일,송파소방서,잠실119안전센터,잠실119안전센터,500,2400,서울특별시,송파구,삼전동,도시,동,127.0876332,37.5013003,6,2,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,가구,기타(가구),주거,공동주택,다세대주택,5,7,N,N,N,,,,,,16.6,,2.6,270,33,,1867
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,484,110,사용중,0,0,0,103,2018,봄,2,20180401,122800,4,1,12,28,일요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,413,800,서울특별시,송파구,잠실동,도시,동,127.0818121,37.5050856,8,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,18,,3.1,200,53,,1350
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,645,97,사용중,0,0,0,9,2018,봄,2,20180405,80100,4,5,8,1,목요일,송파소방서,마천119안전센터,마천119안전센터,251,100,서울특별시,송파구,문정동,도시,동,127.1224514,37.4878284,3,3,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,옥내배선용 전선,,,주거,단독주택,다가구주택(원룸포함),5,0,N,N,N,,,,,,6.7,2,2.7,110,94,,1127
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,647,164,사용중,0,0,0,2452,2018,봄,2,20180419,140400,4,19,14,4,목요일,송파소방서,잠실119안전센터,잠실119안전센터,500,3100,서울특별시,송파구,삼전동,도시,동,127.0967026,37.5044519,6,1,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,다세대주택,5,2,N,N,N,,,,,,20.5,,3.1,200,17,,1512
1.80E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,434,122,사용중,0,0,0,23,2018,봄,2,20180421,184800,4,21,18,48,토요일,송파소방서,마천119안전센터,마천119안전센터,340,126,서울특별시,송파구,문정동,도시,동,127.1349177,37.4896923,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,22.2,,3,290,11,,2000
1.80E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,4,1,559,80,사용중,0,0,0,14589,2018,봄,2,20180429,125600,4,29,12,56,일요일,송파소방서,마천119안전센터,마천119안전센터,213,3200,서울특별시,송파구,가락동,도시,동,127.1258092,37.4934613,2,2,0,미상(발화원인),미상,미상,미상,미상,미상,미상,미상,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2,80,N,N,N,,,,,,20.5,,2.6,230,31,,1299
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,462,119,사용중,0,0,0,13,2018,봄,2,20180502,204500,5,2,20,45,수요일,송파소방서,잠실119안전센터,잠실119안전센터,451,0,서울특별시,송파구,석촌동,도시,동,127.0978413,37.4997703,5,4,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,합성수지,아크릴수지,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,11.1,0.5,4,270,91,,716
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,538,148,사용중,0,0,0,277,2018,봄,2,20180504,174000,5,4,17,40,금요일,송파소방서,마천119안전센터,마천119안전센터,240,714,서울특별시,송파구,오금동,도시,동,127.1400805,37.5042646,2,2,0,미상(발화원인),미상,미상,미상,미상,미상,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,18.1,,4.6,270,30,,1925
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,284,20,사용중,0,0,0,120,2018,봄,2,20180508,11600,5,8,1,16,화요일,송파소방서,방이119안전센터,방이119안전센터,354,28,서울특별시,송파구,풍납동,도시,동,127.1153279,37.5278163,5,3,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,배선/배선기구,옥내배선용 전선,,,주거,단독주택,다가구주택(원룸포함),2,3,N,N,N,,,,,,16,,1,110,64,,1600
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,327,54,사용중,0,0,0,48,2018,봄,2,20180510,10000,5,10,1,0,목요일,송파소방서,마천119안전센터,마천119안전센터,316,200,서울특별시,송파구,문정동,도시,동,127.1340553,37.4891006,2,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,13.9,,1,270,66,,1960
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,494,129,사용중,0,0,0,38,2018,봄,2,20180510,112700,5,10,11,27,목요일,송파소방서,잠실119안전센터,잠실119안전센터,209,231,서울특별시,송파구,삼전동,도시,동,127.0952059,37.5057664,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,18.3,,3.1,230,51,,1015
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1948,361,사용중,0,0,0,24,2018,봄,2,20180510,131500,5,10,13,15,목요일,송파소방서,방이119안전센터,방이119안전센터,410,944,서울특별시,송파구,풍납동,도시,동,127.1157383,37.5351452,4,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,연립주택,4,0,N,N,N,,,,,,20.7,,2.9,270,46,,1078
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,378,172,사용중,0,0,0,45,2018,봄,2,20180511,220700,5,11,22,7,금요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,117,1100,서울특별시,송파구,잠실동,도시,동,127.0880921,37.5067367,7,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),2,0,N,N,N,,,,,,16.2,,1.1,20,54,,1327
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,654,192,사용중,0,0,0,237,2018,봄,2,20180513,110700,5,13,11,7,일요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,550,1000,서울특별시,송파구,잠실동,도시,동,127.0879504,37.5070094,7,2,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,생활기기,세탁기,,,주거,단독주택,다가구주택(원룸포함),1,0,N,N,N,,,,,,16.4,,1.6,290,78,,1209
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,711,0,사용중,0,0,0,8,2018,봄,2,20180514,100900,5,14,10,9,월요일,송파소방서,가락119안전센터,가락119안전센터,408,257,서울특별시,송파구,가락동,도시,동,127.1217212,37.4974748,1,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,기타 공동주택,5,0,N,N,N,,,,,,16.6,,0.9,160,67,,479
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,159,53,사용중,0,0,0,7409,2018,봄,2,20180518,52100,5,18,5,21,금요일,송파소방서,방이119안전센터,방이119안전센터,239,2200,서울특별시,송파구,풍납동,도시,동,127.1186123,37.5368308,6,4,0,미상(발화원인),미상,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,다가구주택(원룸포함),2,30,N,N,N,,,,,,17.8,0.5,1,290,98,,457
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,466,137,사용중,0,0,0,81,2018,여름,2,20180601,113800,6,1,11,38,금요일,송파소방서,잠실119안전센터,잠실119안전센터,331,600,서울특별시,송파구,송파동,도시,동,127.108124,37.5079576,4,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,26.8,,2.6,340,38,,1879
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,416,48,사용중,0,0,0,34,2018,여름,2,20180601,140500,6,1,14,5,금요일,송파소방서,잠실119안전센터,잠실119안전센터,200,900,서울특별시,송파구,석촌동,도시,동,127.0990741,37.5008272,6,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,다세대주택,2,0,N,N,N,,,,,,29.6,,3.7,290,31,,1988
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,643,56,사용중,0,0,0,902,2018,여름,2,20180602,151700,6,2,15,17,토요일,송파소방서,잠실119안전센터,잠실119안전센터,127,800,서울특별시,송파구,삼전동,도시,동,127.0928072,37.5045896,6,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1,5,N,N,N,,,,,,29.8,,2.9,290,24,,1939
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,461,125,사용중,0,0,0,23,2018,여름,2,20180605,1000,6,5,0,10,화요일,송파소방서,방이119안전센터,방이119안전센터,432,401,서울특별시,송파구,방이동,도시,동,127.1099843,37.5122582,4,3,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,20.5,,2.8,340,71,,1204
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,397,120,사용중,0,0,0,298,2018,여름,2,20180618,221800,6,18,22,18,월요일,송파소방서,잠실119안전센터,잠실119안전센터,308,1200,서울특별시,송파구,삼전동,도시,동,127.0897169,37.5020515,7,2,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,22.9,,1.3,250,56,,1927
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,0,801,141,사용중,0,0,0,118,2018,여름,2,20180622,191300,6,22,19,13,금요일,송파소방서,마천119안전센터,마천119안전센터,250,300,서울특별시,송파구,문정동,도시,동,127.1323663,37.4863758,2,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,5,0,N,Y,N,,,,,,27.1,,3.5,290,32,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,394,98,사용중,0,0,0,41,2018,여름,2,20180623,180800,6,23,18,8,토요일,송파소방서,잠실119안전센터,잠실119안전센터,100,2200,서울특별시,송파구,송파동,도시,동,127.1158862,37.5077387,5,1,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,26.3,,3.2,290,55,,1119
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,365,30,사용중,0,0,0,17,2018,여름,2,20180623,220300,6,23,22,3,토요일,송파소방서,종합운동장119안전센터,종합운동장119안전센터,156,813,서울특별시,송파구,잠실동,도시,동,127.0895207,37.507133,5,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,23,,2.4,230,74,,473
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,356,34,사용중,0,1,1,1,2018,여름,2,20180624,33800,6,24,3,38,일요일,송파소방서,잠실119안전센터,잠실119안전센터,425,235,서울특별시,송파구,삼전동,도시,동,127.0948988,37.4994814,6,2,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,4,0,N,N,N,,,,,,20.6,,0.8,320,91,,194
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,320,110,사용중,0,0,0,12,2018,여름,2,20180628,120900,6,28,12,9,목요일,송파소방서,마천119안전센터,마천119안전센터,235,225,서울특별시,송파구,오금동,도시,동,127.1355762,37.5056144,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,침구/직물류,행주/ 기름걸레,,,,,주거,단독주택,단독주택,1,0,N,N,N,,,,,,27,,2,160,68,,1863
1.81E+14,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,185,71,사용중,0,0,0,38,2018,여름,3,20180704,80300,7,4,8,3,수요일,송파소방서,거여119안전센터,거여119안전센터,117,600,서울특별시,송파구,거여동,도시,동,127.1446154,37.4980524,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1,0,N,N,N,,,,,,26.4,,0.5,270,64,,1909
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,767,174,사용중,0,0,0,45,2018,여름,3,20180704,81900,7,4,8,19,수요일,송파소방서,잠실119안전센터,잠실119안전센터,459,1100,서울특별시,송파구,송파동,도시,동,127.1119338,37.5072399,3,4,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,,,주거,공동주택,다세대주택,5,0,N,N,N,,,,,,26.4,,0.5,270,64,,1909
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,535,50,사용중,0,0,0,29,2018,여름,3,20180705,133300,7,5,13,33,목요일,송파소방서,마천119안전센터,마천119안전센터,400,1200,서울특별시,송파구,문정동,도시,동,127.1260223,37.484462,2,2,0,기타(발화원인),기타,기타,기타,합성수지,플라스틱/ PVC/ 비닐/ 장판,주방기기,전기밥솥/보온밥통,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,28.1,,1.1,340,67,,1772
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,660,40,사용중,0,0,0,55,2018,여름,3,20180716,155700,7,16,15,57,월요일,송파소방서,거여119안전센터,거여119안전센터,148,0,서울특별시,송파구,마천동,도시,동,127.1479384,37.4991163,1,1,0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),3,0,N,N,N,,,,,,33.4,,3.1,290,44,,1928
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,0,534,15,사용중,0,0,0,119,2018,여름,3,20180719,44700,7,19,4,47,목요일,송파소방서,거여119안전센터,거여119안전센터,218,0,서울특별시,송파구,거여동,도시,동,127.1425962,37.4934105,1,1,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,가구,소파,,,,,주거,공동주택,다세대주택,1,1,N,N,N,,,,,,24,,0.9,270,87,,582
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,589,104,사용중,0,0,0,78,2018,여름,3,20180723,134200,7,23,13,42,월요일,송파소방서,잠실119안전센터,잠실119안전센터,400,1000,서울특별시,송파구,삼전동,도시,동,127.0952505,37.4996218,6,2,,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,-1,0,N,N,N,,,,,,33.8,,1.7,290,47,,1887
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,438,113,사용중,0,0,0,6313,2018,여름,3,20180723,140000,7,23,14,0,월요일,송파소방서,거여119안전센터,거여119안전센터,303,1334,서울특별시,송파구,마천동,도시,동,127.157762,37.4934919,2,1,0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,,,주거,공동주택,다세대주택,3,0,N,N,N,,,,,,34.3,,2.2,340,45,,1967
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,398,113,사용중,0,0,0,107,2018,여름,3,20180725,11000,7,25,1,10,수요일,송파소방서,잠실119안전센터,잠실119안전센터,441,0,서울특별시,송파구,송파동,도시,동,127.106143,37.5084136,5,3,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1,0,N,N,N,,,,,,28.7,,2.6,290,67,,2000
1.81E+14,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,660,59,사용중,0,0,0,10501,2018,여름,3,20180726,131900,7,26,13,19,목요일,송파소방서,방이119안전센터,방이119안전센터,425,1800,서울특별시,송파구,방이동,도시,동,127.1172587,37.5132211,4,4,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전기/ 전자기기 기판,주방기기,김치냉장고,,,주거,공동주택,다세대주택,1,54,N,N,N,,,,,,32.4,,0.7,250,54,,896
